uso_dados_gb,minutos_voz,chamadas_suporte,num_produtos,tempo_contrato_meses,tipo_plano,metodo_pagamento,mensalidade_reais,atraso_pagamento_dias,tem_desconto,idade,regiao,tem_dependentes,nps_score,churn
4.4,80,6,1,59,2,0,104.54,0,0,62,1,1,6,0
63.39,86,3,4,9,3,3,274.87,0,0,19,2,0,10,0
30.79,171,1,1,29,2,0,100.12,0,0,72,4,0,-1,0
32.2,168,0,4,39,2,2,139.47,1,0,44,1,0,0,0
3.03,315,2,1,69,2,0,86.99,0,0,56,1,0,-1,0
8.74,542,1,2,21,1,0,108.17,1,0,30,3,0,6,0
66.18,103,0,2,65,2,0,91.95,1,0,37,3,0,2,0
17.43,435,1,3,70,1,0,122.4,0,0,51,4,0,2,0
5.06,536,1,1,53,0,1,58.39,0,1,62,4,0,-1,0
23.98,800,1,3,25,2,1,101.35,1,0,45,0,1,-1,0
34.58,275,1,2,21,1,0,120.19,0,0,38,3,1,-1,0
30.73,243,0,4,46,1,2,143.4,0,0,28,0,0,9,0
17.81,207,0,2,47,2,1,89.86,0,0,53,3,0,-1,0
49.82,272,3,1,23,2,0,71.83,0,0,28,3,0,1,0
11.45,800,1,1,23,0,2,48.11,0,0,45,4,0,6,0
30.94,431,0,3,69,0,2,78.09,3,0,25,1,1,2,0
22.38,280,1,3,28,1,0,143.37,0,0,48,1,1,6,1
18.06,75,0,1,58,2,0,67.28,0,0,39,4,0,7,0
14.83,322,4,3,6,2,0,112.01,3,1,72,4,1,4,0
15.26,117,0,3,54,2,0,112.13,0,0,54,0,0,10,0
20.61,630,2,1,70,0,3,63.51,0,1,60,1,0,10,0
15.89,200,2,2,33,3,2,229.86,0,1,72,1,1,-1,0
36.11,67,0,3,26,2,3,127.92,1,0,57,0,1,6,0
13.08,93,3,3,49,2,0,122.48,0,0,48,3,0,9,0
70.43,150,6,2,2,1,3,109.87,1,0,64,0,1,6,0
12.62,230,0,2,35,1,1,122.81,0,0,51,3,0,-1,0
41.93,199,2,1,44,1,0,89.75,0,0,54,3,0,7,0
43.4,179,0,3,22,1,0,131.57,1,0,22,3,1,10,1
22.94,800,3,1,28,0,1,71.38,0,0,71,3,0,2,0
21.36,167,1,4,25,0,3,85.59,0,0,26,4,1,-1,0
11.21,151,2,2,60,1,1,112.92,0,0,62,3,1,-1,0
13.28,248,0,4,66,1,2,133.77,0,1,31,4,0,-1,0
23.95,181,0,1,51,1,3,109.27,0,0,49,3,0,-1,0
19.37,276,1,2,19,0,0,84.47,1,0,55,0,0,5,0
51.75,120,0,3,52,2,1,115.75,0,0,54,1,0,4,0
13.96,269,0,3,40,3,1,256.22,0,0,50,1,0,7,0
14.65,66,0,1,8,1,3,78.67,0,0,57,3,1,-1,0
5.3,127,1,1,8,2,3,84.67,0,0,62,1,1,-1,0
33.61,177,4,2,12,1,3,107.74,1,0,57,4,0,2,0
31.27,170,0,3,59,0,2,97.49,1,0,74,3,0,-1,0
43.89,243,2,3,18,2,2,137.21,0,0,51,0,0,-1,0
45.91,120,1,2,49,2,0,101.33,0,0,66,1,1,-1,0
37.76,237,2,4,30,1,1,133.79,0,0,53,3,0,1,0
39.05,314,1,3,29,2,0,126.51,1,1,33,2,0,9,0
32.72,196,2,4,1,3,0,235.88,1,1,27,1,0,9,1
37.01,259,2,4,3,1,2,135.55,1,0,73,3,1,-1,0
4.6,179,4,4,27,2,0,130.92,0,1,73,0,1,-1,0
8.33,221,5,4,61,0,2,91.83,1,1,23,1,1,5,0
7.31,186,6,2,31,1,3,121.51,0,0,26,1,0,4,0
55.49,800,0,2,38,1,1,110.22,1,1,39,3,1,-1,0
10.74,241,2,4,49,1,1,141.68,0,0,57,3,1,10,0
12.2,114,2,2,57,2,0,117.67,0,0,51,2,1,5,0
20.19,198,4,2,49,3,2,229.0,1,0,38,3,1,5,0
7.43,97,1,3,10,2,2,92.9,0,0,28,3,0,1,0
27.23,48,2,2,5,0,1,66.19,1,0,36,2,0,-1,0
3.65,255,2,2,60,1,0,114.53,0,1,74,1,1,-1,0
7.83,496,3,3,26,0,2,95.64,0,0,70,4,0,7,0
23.55,344,2,4,14,3,0,258.02,1,1,37,1,0,2,0
7.44,262,2,4,58,2,1,129.54,0,0,18,4,0,6,0
56.79,449,2,3,37,1,2,121.37,1,0,66,1,0,-1,0
20.84,175,2,4,44,1,1,143.94,2,0,31,3,0,3,0
49.68,42,0,4,64,1,2,136.74,1,0,49,1,1,8,0
26.74,342,3,2,16,2,0,104.66,0,0,23,0,1,3,0
19.89,190,0,4,15,1,1,137.23,0,0,61,4,0,-1,0
9.05,342,1,3,20,1,3,129.79,0,1,20,4,1,3,0
42.24,340,1,2,21,1,0,104.48,0,0,50,3,0,5,0
28.59,245,8,1,16,2,1,85.29,0,1,39,1,0,9,0
106.45,271,0,4,64,1,2,136.78,0,1,60,3,0,4,0
38.97,355,1,4,59,2,2,127.45,1,0,39,3,1,-1,0
14.62,190,0,1,45,1,1,113.16,1,1,70,3,0,5,0
25.32,405,0,2,60,1,1,118.9,3,0,19,1,0,10,0
28.15,800,2,3,8,2,3,114.29,1,0,39,1,0,-1,0
50.93,281,10,1,40,3,1,204.95,0,0,27,0,1,4,0
57.83,315,0,3,55,1,0,131.11,0,0,51,0,0,10,0
17.64,610,1,3,21,0,3,93.94,0,0,22,3,0,-1,0
7.6,536,3,3,62,2,0,116.48,0,0,26,4,0,-1,0
4.56,224,2,1,54,3,2,208.15,0,1,21,0,1,1,0
8.07,72,4,2,11,1,0,107.02,0,0,61,3,1,9,0
12.51,126,3,2,30,1,0,102.4,2,1,63,3,1,3,0
66.92,283,1,4,31,2,1,141.47,0,0,68,4,0,2,0
67.74,183,3,1,24,2,3,113.04,0,0,36,1,0,10,0
43.3,139,2,3,46,2,0,114.37,1,0,69,2,0,5,0
53.75,310,2,2,8,0,0,68.35,1,0,32,4,0,-1,0
11.41,152,0,4,15,0,0,96.46,0,0,57,4,0,6,0
5.98,613,0,1,42,0,0,48.24,1,1,19,4,0,-1,0
8.98,146,2,1,38,1,0,104.05,0,0,54,3,1,6,0
3.94,247,1,2,31,3,3,230.53,1,0,19,2,0,7,0
8.24,190,0,2,3,2,1,106.86,0,1,61,0,1,10,0
13.4,185,2,4,13,0,2,99.61,0,1,41,1,1,-1,0
22.95,298,2,2,11,2,0,116.59,0,0,48,2,0,-1,1
22.38,43,1,1,43,2,3,84.66,0,0,46,3,1,5,0
11.57,242,0,4,41,2,1,122.76,0,0,39,3,0,6,0
31.66,427,1,1,8,1,1,75.36,0,1,21,4,0,10,1
11.75,447,1,1,34,1,0,99.22,0,0,58,3,0,-1,0
20.25,337,1,2,27,1,2,124.41,1,1,58,4,0,6,0
8.26,353,3,1,42,1,3,88.03,0,1,19,3,1,4,0
47.99,350,3,2,45,2,3,108.04,0,0,47,1,0,10,0
20.42,625,0,1,68,3,2,220.36,2,0,27,1,0,10,0
34.57,291,4,2,57,1,0,101.36,1,0,26,3,1,-1,0
7.59,218,3,4,54,1,2,135.94,0,1,26,0,0,-1,0
23.09,144,0,1,54,1,3,70.67,1,1,21,3,1,1,0
31.75,204,5,4,50,2,0,125.93,0,1,58,1,1,8,0
3.92,372,0,1,70,1,0,98.16,0,0,24,4,0,5,0
51.14,424,2,2,62,2,3,98.57,1,0,38,1,0,10,0
7.39,175,0,3,67,1,3,120.15,0,1,26,1,0,-1,0
23.78,173,0,2,17,1,3,121.27,0,0,54,3,0,-1,0
83.95,351,1,2,39,2,3,96.84,1,0,47,1,0,0,0
43.12,571,3,4,39,2,2,131.24,0,0,56,4,0,8,0
6.1,800,0,2,49,1,0,111.6,0,0,30,1,0,4,0
17.42,359,0,3,32,3,1,232.1,0,0,21,3,0,0,0
53.88,167,0,3,58,1,0,119.35,1,0,39,3,0,0,0
10.45,126,0,2,64,2,0,106.02,0,0,47,3,0,7,0
15.06,774,0,2,29,3,2,234.44,0,0,30,4,1,10,0
14.73,316,0,1,70,0,2,57.06,0,0,72,1,1,9,0
31.69,198,3,4,70,3,2,250.55,0,0,41,3,0,3,0
5.87,168,3,4,60,2,3,134.23,0,1,48,3,0,2,0
33.14,707,2,3,19,3,1,249.8,0,0,68,4,0,-1,0
12.2,201,1,3,27,2,0,113.6,0,0,27,3,0,6,0
19.9,578,1,1,23,1,1,89.47,0,0,66,3,0,9,0
16.78,422,2,1,24,1,1,88.87,0,0,73,1,0,0,0
32.45,201,0,4,32,0,2,98.98,1,0,35,3,0,8,1
19.75,800,1,2,50,1,1,105.43,0,0,48,1,0,-1,0
63.58,244,0,1,24,0,0,35.6,1,0,62,1,0,10,0
44.32,179,1,1,40,1,3,81.08,0,0,40,4,0,7,0
10.63,665,0,3,49,3,0,240.04,1,1,55,4,0,7,0
59.87,436,2,2,22,2,0,93.67,0,0,56,4,1,10,0
25.93,182,2,4,34,2,1,147.62,0,0,26,2,0,2,0
23.01,446,0,1,53,2,3,91.67,1,0,27,3,0,3,0
39.59,536,4,2,35,1,1,111.91,1,0,49,4,0,10,0
8.73,394,5,1,33,1,1,95.94,0,0,40,3,0,10,0
6.66,170,2,2,1,2,2,100.01,0,0,40,1,1,0,0
20.49,307,4,1,25,0,0,54.63,0,0,19,3,0,0,1
12.37,117,5,1,61,3,0,238.61,0,1,26,1,1,1,1
105.53,190,0,2,17,2,0,115.15,0,0,50,1,0,9,0
10.9,196,1,3,42,1,1,123.28,0,0,66,3,0,1,0
20.74,437,6,2,70,2,2,109.39,0,0,27,1,0,3,0
23.42,474,0,1,55,0,3,60.21,0,0,19,1,1,4,0
53.79,95,2,3,44,1,2,118.09,2,0,48,1,0,-1,0
9.06,335,4,4,46,0,0,102.5,0,0,69,2,0,9,0
5.53,237,2,2,22,2,0,97.81,0,0,45,3,0,-1,0
61.29,319,1,3,71,1,0,126.34,5,0,40,3,0,-1,0
21.42,729,0,1,54,1,2,76.78,2,0,52,1,0,5,0
38.39,185,2,4,63,1,1,132.76,0,1,65,2,0,4,0
39.86,203,2,1,35,1,1,88.98,3,0,27,2,0,10,0
45.79,406,2,3,64,0,1,72.24,0,0,59,4,1,6,0
14.85,262,0,2,61,1,0,107.64,0,0,37,2,1,6,0
11.95,85,5,2,56,3,2,224.64,0,1,49,4,1,9,0
4.07,800,3,3,70,2,2,111.69,0,1,40,1,0,10,0
9.06,298,0,1,18,2,2,75.93,0,1,52,3,0,0,0
21.11,489,1,3,66,2,1,109.8,2,0,32,1,0,2,0
11.46,184,0,2,52,0,3,70.82,0,0,73,1,0,8,0
8.06,94,2,2,5,0,3,60.37,0,0,25,3,0,-1,1
20.91,233,1,3,12,1,2,130.58,0,0,72,3,0,8,0
58.81,294,0,2,69,1,2,99.51,0,0,36,3,1,4,0
19.21,573,0,3,59,1,3,104.26,0,0,22,1,0,-1,0
8.12,182,3,3,38,1,3,119.41,0,1,20,2,1,10,0
55.59,503,1,3,11,1,1,145.41,0,1,60,3,1,-1,0
10.81,98,1,2,59,1,1,113.68,1,0,33,4,0,2,0
65.59,195,1,3,42,2,2,114.24,0,0,36,1,1,9,0
16.27,293,1,2,57,1,1,116.08,0,0,67,0,0,5,0
21.81,116,1,4,71,1,3,140.74,2,0,38,4,1,-1,0
70.02,750,0,1,34,2,1,93.5,0,1,71,1,0,10,0
6.81,213,4,3,16,2,1,112.94,0,0,57,3,0,-1,0
8.67,149,3,4,50,1,2,121.88,0,1,72,3,0,0,0
15.47,122,2,3,49,3,0,239.52,0,0,23,4,1,-1,0
17.96,107,3,1,7,1,0,88.45,0,0,46,3,1,9,0
166.28,414,0,3,8,2,0,116.21,0,0,42,4,0,5,0
9.87,143,4,3,9,1,0,128.06,0,0,52,1,0,2,0
7.08,319,2,2,58,0,0,70.13,0,0,72,3,0,4,0
9.5,186,0,4,71,2,1,129.69,3,0,72,2,1,7,0
24.18,477,1,2,9,3,2,245.4,1,1,67,3,0,10,0
29.77,322,0,4,1,1,3,148.7,0,1,51,4,1,10,0
11.41,408,2,4,50,0,1,86.01,0,0,42,1,1,3,0
20.43,800,1,1,2,1,1,115.37,0,1,70,3,0,10,0
95.22,183,0,3,15,1,3,107.12,0,0,61,0,0,-1,0
20.66,278,0,4,28,1,1,146.09,1,1,41,3,0,-1,0
25.97,284,0,3,59,3,1,245.54,0,0,31,3,1,8,0
91.03,330,0,1,68,2,2,88.25,2,0,46,3,0,5,0
11.49,186,0,2,30,2,2,100.28,2,0,70,0,1,3,0
10.91,400,3,4,4,2,0,133.98,0,0,69,4,1,4,0
13.79,800,3,2,64,2,0,98.61,1,0,39,3,0,7,0
13.17,237,1,2,44,1,3,106.15,0,1,64,1,1,-1,0
4.68,249,3,1,13,1,2,93.93,0,0,66,3,0,-1,0
22.43,127,2,2,20,0,1,81.47,0,0,32,1,0,0,0
23.89,80,5,1,42,1,1,88.12,3,0,53,3,0,-1,0
17.31,126,3,4,39,2,2,117.01,0,0,57,4,1,4,0
24.48,100,1,4,26,2,0,132.78,1,0,41,4,1,-1,0
24.69,107,2,1,38,2,0,76.06,3,0,55,3,0,9,0
7.01,157,3,3,59,2,1,105.3,1,0,57,3,0,-1,0
25.3,124,3,3,53,1,0,127.56,0,0,58,3,1,1,1
31.4,134,6,2,51,3,0,241.31,1,0,50,1,1,9,0
5.6,123,0,1,49,2,2,82.13,0,0,74,1,0,7,0
64.75,122,3,4,56,0,1,86.5,0,0,28,2,1,7,0
7.47,800,0,3,32,2,0,125.62,0,0,30,4,0,-1,0
8.08,138,3,4,7,1,0,136.14,0,0,18,0,0,0,0
23.61,166,1,1,29,2,2,98.31,3,0,34,4,0,10,0
30.81,323,0,2,44,1,0,123.27,0,1,24,3,0,2,0
37.42,99,2,2,50,1,1,102.13,1,0,60,0,1,-1,0
31.46,78,4,2,53,2,3,114.98,0,0,37,4,0,10,0
13.25,110,2,1,5,2,3,96.81,0,0,22,1,0,10,0
21.91,220,3,1,66,1,0,90.09,1,0,53,3,0,-1,0
15.59,263,7,3,51,1,0,127.5,0,0,31,2,0,10,0
23.09,382,2,2,22,0,2,73.1,0,0,63,3,0,7,0
21.22,330,0,2,55,1,0,119.61,0,0,59,0,0,3,0
13.41,775,1,4,5,2,3,129.42,1,1,60,4,0,-1,0
15.21,255,3,4,42,2,0,135.31,0,1,27,1,1,10,0
4.56,250,1,2,70,1,0,113.85,2,1,72,3,0,-1,0
39.02,129,0,1,6,1,0,76.39,0,0,73,0,1,-1,0
25.48,244,1,4,1,0,2,117.54,0,0,42,3,1,10,0
3.17,144,1,1,14,1,0,107.2,0,0,72,3,0,4,0
37.88,105,0,1,63,2,3,80.26,0,1,35,3,0,-1,0
19.25,800,2,1,5,2,3,99.85,2,0,72,3,0,-1,0
9.49,101,4,1,6,1,1,82.57,0,1,30,3,0,7,0
8.84,800,3,2,30,2,0,93.15,1,0,59,1,0,9,0
11.58,553,1,2,6,2,3,88.51,0,0,50,3,0,-1,0
9.53,230,2,4,55,1,2,117.4,0,0,41,2,0,10,0
10.61,93,4,2,44,1,0,116.6,0,0,34,3,1,8,0
78.3,217,1,3,40,1,0,124.11,0,0,41,1,0,-1,0
27.03,122,1,1,2,2,0,90.31,0,1,51,3,0,-1,0
102.39,756,6,1,23,1,3,81.13,0,0,20,4,1,10,0
24.06,381,2,4,64,2,2,136.56,1,1,68,1,0,4,0
31.93,499,0,2,66,3,2,236.51,1,0,68,1,0,4,0
9.93,201,1,2,67,1,0,110.8,0,0,62,4,0,4,0
17.56,233,0,1,70,0,3,64.21,1,0,57,3,0,7,0
18.82,370,2,4,53,2,1,130.79,0,0,22,4,1,-1,0
32.99,188,0,2,34,0,0,51.79,1,0,64,3,0,-1,0
19.31,705,3,4,45,0,0,102.92,3,0,73,0,0,-1,0
26.6,164,0,4,15,0,0,105.87,0,0,65,3,1,-1,0
25.85,636,1,2,39,2,1,89.68,0,0,31,4,0,10,0
15.76,129,3,2,67,1,2,125.92,0,1,64,4,0,6,0
14.52,167,1,3,7,2,2,112.04,0,1,36,4,0,9,0
11.76,200,1,3,25,1,2,126.53,0,1,58,1,1,3,0
47.74,184,1,1,66,2,2,103.86,1,0,51,4,0,-1,0
15.77,143,3,3,33,1,1,120.21,0,0,38,2,0,-1,0
26.13,57,3,1,14,1,2,109.0,0,0,52,1,0,-1,1
17.72,268,0,1,4,2,1,73.3,1,0,38,0,1,-1,1
47.0,145,0,2,50,1,0,114.67,0,0,33,4,0,8,0
4.09,180,3,3,46,1,0,122.76,3,0,41,4,0,1,0
25.59,380,0,4,48,1,2,143.03,0,1,54,3,0,2,0
7.36,144,2,3,20,1,3,127.12,0,0,22,1,0,-1,0
27.46,232,1,1,41,1,0,89.77,0,0,44,4,0,-1,0
17.86,144,0,1,53,2,3,77.1,1,1,66,4,0,-1,0
6.16,785,1,1,34,2,0,95.27,0,0,26,3,0,9,0
26.31,437,2,3,25,1,2,133.36,1,0,61,1,1,10,0
24.03,237,1,2,49,1,3,116.49,0,1,18,3,0,-1,0
16.69,252,7,1,34,3,1,202.01,0,0,29,1,1,-1,0
18.47,73,0,4,16,2,0,129.88,0,1,38,1,0,10,0
22.86,154,1,1,31,0,0,67.35,0,0,39,3,1,-1,0
51.55,701,1,3,32,2,0,113.07,0,1,72,3,1,-1,0
15.62,161,3,2,50,2,0,120.73,1,0,65,4,0,10,0
45.17,219,4,4,54,1,0,148.8,0,0,48,1,0,-1,0
19.49,74,1,4,47,1,2,123.83,1,0,57,4,0,3,0
56.63,341,2,1,47,2,0,88.39,0,0,24,3,0,8,0
16.64,221,3,2,60,1,1,107.66,0,0,65,2,0,8,0
11.79,112,0,4,5,2,2,131.15,0,0,62,4,0,1,0
8.35,93,2,4,71,2,3,127.48,0,1,70,1,1,10,0
19.55,800,4,2,16,2,0,91.87,1,0,22,2,0,7,0
10.65,171,4,3,64,2,1,113.98,1,0,30,3,1,2,0
61.78,149,1,3,27,1,3,135.83,0,0,42,3,1,10,0
10.0,405,3,3,23,0,0,75.29,0,0,74,3,0,10,0
11.56,56,9,4,65,0,2,94.95,0,1,24,0,0,-1,0
31.97,699,2,2,52,3,3,247.34,0,0,64,3,0,0,0
51.86,170,0,2,42,2,0,114.23,0,0,66,3,1,10,0
36.05,195,0,1,15,2,3,94.29,0,1,67,0,0,10,0
46.85,131,1,1,19,1,1,105.02,1,0,30,1,0,10,0
18.84,241,0,2,31,0,1,66.44,0,1,23,3,0,-1,0
19.05,144,2,4,7,1,3,131.49,0,0,56,3,1,2,0
100.42,210,0,1,44,1,2,83.73,0,0,73,2,1,10,0
77.65,113,3,3,48,1,2,120.94,0,1,27,1,0,5,0
35.56,256,1,2,10,2,0,106.46,0,0,40,3,1,-1,0
48.68,175,1,2,33,1,2,104.61,0,1,66,1,0,10,0
39.92,259,2,3,46,2,1,110.0,0,0,63,3,0,-1,0
7.65,184,6,3,67,2,0,120.49,0,0,53,1,0,5,0
19.46,728,1,3,8,1,1,130.68,0,0,65,1,0,8,0
66.51,207,4,1,55,0,3,56.7,1,0,30,3,0,10,1
35.74,377,5,3,32,1,3,110.56,0,1,46,4,1,5,0
19.09,221,3,2,23,2,3,94.22,0,0,25,3,0,1,0
67.16,417,0,4,19,2,1,128.22,0,0,39,3,1,5,0
26.99,156,0,3,56,2,1,113.4,0,0,55,1,0,10,0
36.76,184,3,3,11,2,1,114.94,1,1,21,1,1,-1,0
27.1,239,0,2,57,2,0,106.81,1,0,20,1,0,4,0
30.97,54,4,3,15,2,1,113.04,0,0,63,1,0,7,0
32.79,300,1,3,23,2,0,120.37,0,1,60,3,0,5,0
56.81,138,1,1,46,1,3,104.92,0,0,45,4,0,4,0
63.05,180,3,3,19,1,3,126.28,0,0,55,4,1,-1,0
14.0,432,0,2,55,2,1,90.94,0,0,59,0,1,-1,0
26.69,235,4,2,43,3,3,242.85,0,1,60,3,0,-1,0
55.52,165,2,2,41,0,0,68.91,0,1,53,4,0,-1,0
18.08,279,2,4,12,1,3,124.24,0,0,57,4,0,10,0
7.05,154,3,3,8,2,1,126.83,0,0,45,1,0,-1,0
9.71,233,2,1,64,0,2,72.99,0,0,46,3,0,-1,0
10.26,122,0,1,68,2,1,79.47,1,0,66,3,0,2,0
13.92,462,4,3,56,1,0,118.71,1,0,35,3,0,7,1
11.06,103,2,4,31,2,0,138.41,1,0,71,3,1,7,0
45.75,322,1,3,34,2,1,105.05,1,1,53,2,0,5,1
16.1,60,2,3,30,0,3,87.04,0,0,43,4,0,-1,0
55.09,227,0,3,38,1,3,135.2,0,0,35,3,0,-1,0
8.13,313,2,3,32,1,2,121.63,0,0,40,3,0,-1,0
15.14,121,6,2,66,1,0,111.02,0,0,41,0,0,-1,0
21.83,328,3,3,38,0,0,73.0,0,0,46,2,0,7,0
38.42,239,3,4,55,0,2,94.75,2,0,72,3,1,-1,0
50.14,181,2,3,66,1,1,120.86,0,0,72,3,1,10,0
13.06,265,0,2,11,0,1,57.49,0,0,74,1,0,9,0
44.47,598,1,3,48,2,0,107.56,0,1,33,0,0,-1,0
5.23,288,4,1,52,1,0,107.5,0,0,37,4,1,1,0
40.33,107,1,2,21,2,1,111.09,0,1,67,4,0,-1,0
6.87,126,0,3,64,3,0,241.09,1,0,27,3,1,-1,0
28.71,130,0,4,39,1,3,137.96,0,0,33,4,0,-1,0
49.57,175,3,1,29,1,1,107.49,2,1,54,3,1,10,0
40.84,320,1,3,3,2,2,123.87,2,0,27,3,0,9,0
5.41,375,0,4,12,1,2,161.93,3,0,54,3,0,-1,0
14.04,333,0,1,44,2,0,96.31,2,0,52,3,0,7,0
35.64,26,3,1,10,2,1,81.54,2,0,42,1,1,6,0
34.84,311,2,1,22,1,1,98.11,0,0,30,4,0,5,0
25.05,183,3,2,62,2,2,92.41,2,0,56,1,0,1,0
3.45,369,0,3,20,1,3,112.7,0,0,44,2,0,5,0
52.38,530,4,2,36,1,1,105.76,0,0,41,0,0,-1,0
60.4,82,1,4,38,3,2,248.49,1,0,60,1,1,-1,0
22.9,210,0,4,20,2,3,122.91,0,1,62,3,1,-1,0
24.12,414,3,4,48,3,1,247.83,1,0,54,3,0,-1,0
30.04,311,2,3,3,0,2,69.72,0,0,41,3,0,-1,0
64.61,520,0,1,50,1,2,98.27,0,0,70,3,0,9,0
24.54,540,2,4,16,0,0,92.22,1,0,46,3,1,5,0
17.24,199,2,1,57,1,2,105.93,0,1,60,3,0,5,0
27.25,139,1,1,21,1,1,85.82,0,0,48,1,0,9,0
19.91,136,2,2,19,1,0,112.81,0,0,64,1,0,10,0
20.09,454,11,1,68,1,2,102.45,0,0,74,3,1,10,0
4.89,385,0,2,33,3,1,228.06,0,1,23,3,0,2,0
30.52,295,0,2,18,2,2,119.21,0,0,32,1,1,7,0
51.27,238,0,1,71,1,0,95.84,0,0,66,3,1,0,0
45.44,343,0,3,65,3,0,257.73,1,0,67,1,0,8,0
42.98,264,1,4,66,2,0,134.88,0,0,61,3,1,5,0
19.25,182,1,4,7,3,1,287.8,0,1,39,4,1,-1,0
22.57,569,1,4,71,1,3,139.6,0,0,67,2,0,1,0
52.1,106,0,1,60,1,0,98.93,1,0,21,4,0,-1,0
40.2,440,1,1,42,1,0,106.84,0,0,29,0,1,10,0
65.96,109,0,2,1,2,1,82.61,2,0,40,4,0,-1,0
11.73,300,2,2,10,1,1,128.7,0,0,33,3,0,1,0
11.67,539,1,1,38,1,2,96.17,0,0,18,3,1,-1,0
15.39,421,2,3,15,1,0,121.89,0,0,67,4,0,-1,0
9.45,261,1,3,20,2,3,115.11,2,0,27,3,1,-1,0
6.98,70,2,1,26,2,1,91.79,0,1,65,0,0,2,0
29.22,117,7,3,67,0,0,82.26,0,0,62,1,1,-1,0
27.67,323,1,3,19,2,2,121.19,0,1,28,3,1,10,0
24.46,197,1,4,24,1,0,141.68,0,0,60,1,0,6,0
26.66,163,1,4,25,1,2,127.84,0,0,74,3,0,-1,0
6.23,35,4,4,29,1,0,148.05,0,0,63,3,0,6,0
13.68,190,2,4,36,2,0,116.29,0,1,24,1,0,0,0
15.88,248,2,4,71,2,0,132.35,1,0,39,1,1,8,0
20.88,160,1,3,18,1,2,129.93,0,0,68,0,0,10,0
6.25,239,0,1,19,2,1,94.38,0,0,70,4,0,-1,0
9.56,178,3,4,59,2,2,102.71,1,1,28,3,0,9,0
14.17,381,0,4,2,1,3,136.47,2,0,67,2,1,-1,0
46.83,213,1,2,69,2,0,113.04,0,0,45,1,1,-1,0
24.77,201,0,3,39,2,0,105.86,0,0,30,3,1,7,0
45.48,218,0,4,64,1,3,162.97,3,0,56,3,1,-1,0
18.21,163,2,3,20,1,3,130.56,1,1,57,3,0,3,0
20.1,480,0,4,35,1,1,163.71,0,0,61,3,1,10,0
29.94,152,0,4,1,2,3,114.41,1,0,73,1,0,7,0
17.43,388,0,4,50,2,1,135.08,0,0,47,1,0,10,0
12.19,133,0,3,43,1,2,130.95,1,0,32,3,0,10,0
6.1,747,1,4,51,1,0,133.79,2,0,48,3,1,5,0
12.45,800,1,3,58,2,0,125.46,0,0,41,1,1,-1,0
39.21,323,1,1,59,0,1,70.16,0,0,46,3,0,10,0
55.07,353,1,3,16,2,3,93.56,1,0,37,1,0,10,0
10.82,229,0,3,55,0,0,81.88,0,0,18,1,1,0,0
5.02,255,1,3,26,1,3,126.64,0,0,28,4,1,-1,0
42.15,138,0,4,9,1,3,131.01,0,1,65,3,1,1,0
21.23,119,4,2,71,1,0,110.78,0,0,50,2,0,-1,1
6.84,333,9,2,35,1,3,127.46,0,1,72,3,0,-1,0
1.67,132,1,2,12,0,2,53.95,0,0,18,2,0,2,0
9.29,365,10,3,44,1,2,128.95,1,0,66,3,0,-1,0
13.87,436,3,1,6,1,1,91.53,0,0,35,1,1,10,1
7.99,575,0,4,68,0,1,85.71,1,0,69,3,0,9,0
34.94,130,3,2,69,0,1,75.15,1,1,41,3,0,1,0
10.49,111,4,1,53,1,1,116.47,0,0,35,3,0,7,0
20.29,378,1,3,63,1,0,113.12,0,0,38,3,0,4,0
134.13,390,4,2,30,1,0,126.31,1,0,18,4,0,0,0
22.06,377,1,1,5,0,1,60.33,1,0,48,3,0,10,0
18.31,408,1,3,27,2,0,101.3,0,0,70,2,0,3,0
18.65,127,1,2,17,0,1,68.43,0,1,31,0,1,-1,0
34.3,236,2,1,15,1,2,82.89,0,0,35,3,1,-1,0
31.06,201,0,1,22,2,0,88.51,0,1,63,2,0,2,0
9.0,412,2,4,63,2,3,138.82,0,1,63,2,0,6,0
14.46,350,0,2,59,3,1,225.97,0,1,22,1,0,-1,0
11.78,348,7,2,58,1,3,119.22,0,0,40,0,0,0,0
16.02,289,4,1,43,3,0,223.52,0,0,64,4,0,8,0
86.6,260,3,4,27,2,0,142.29,0,0,37,4,0,7,0
32.92,191,0,3,45,3,0,258.4,0,0,52,1,1,10,0
18.84,275,2,1,39,2,1,96.51,0,1,69,4,1,-1,0
54.36,354,0,3,58,2,3,121.43,0,0,52,0,0,-1,0
23.35,482,0,2,44,2,0,84.83,0,0,67,3,1,7,0
5.42,560,2,2,29,3,2,214.62,0,1,56,1,1,-1,0
76.03,361,2,1,21,2,3,89.57,0,0,56,1,1,-1,0
17.72,576,0,3,25,1,0,121.82,0,0,21,4,0,8,0
3.3,389,4,4,49,2,1,143.03,0,1,24,3,0,-1,0
5.59,83,2,3,54,3,1,223.22,0,1,33,0,0,4,0
49.51,436,3,1,53,0,2,68.87,0,1,72,2,1,5,0
5.66,119,1,1,50,2,0,96.36,0,1,73,4,1,10,0
59.11,666,2,1,57,0,0,72.3,1,0,55,1,0,4,0
21.43,59,3,1,12,3,1,213.84,1,1,60,1,1,10,0
35.56,57,0,1,54,3,2,222.07,0,0,24,3,0,10,0
16.36,800,4,4,23,1,3,160.82,1,0,50,0,1,0,0
30.53,800,0,3,52,1,0,112.64,1,0,46,4,1,1,1
